Week,Ad name,Campaign name,Creative Type,Campaign,Amount spent (INR),"CPM (cost per 1,000 impressions) (INR)",QPs,CPQ,Cost per results,Purchases,Purchase ROAS (return on ad spend),RPL,Hook Rate,Hold Rate,Impressions,Frequency,Link clicks,CPC (cost per link click) (INR),CTR (link click-through rate),App Installs
1/12/2026,Sanjeev Safety,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prachi 30DRG,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 05 Static,Prospects High Income Nov-25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 10s_ 30DRG,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 10s_ 30DRG,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Radhika,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Aadya_CoupleListicle_26s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,Mani_Free Chat_24s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 02 Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
1/19/2026,"Prachee 25s_Listicle- 90 new matches, Free chat, 25 years trust",Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Prospect 05 Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Seema Manoj P2C Script 4 Jan'25,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Seema Manoj P2C Script 3 Dec 2024,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 03 Static,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Neena 10s_ 30DRG,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/9/2026,Take Charge Vansh Film 8,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Handshake Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mani_Free Chat_24s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Nidhi 06,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Film 22 Free Chat Listicle India - Copy,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/8/2025,Jyoti 20s_Free Chat_20s,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Seema Manoj P2C Script 3 Dec 2024,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Prachee 25s_Listicle- 90 new matches, Free chat, 25 years trust",Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Seema Manoj P2C Script 4 Jan'25,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Data Led Carousel 2,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Seema Manoj P2C Script 5 Dec 2024,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/1/2025,Jayati,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Srilekha,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Mani_Free Chat_24s,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Sanjeev Safety,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/9/2026,Handshake Static,Female Open QP Aug 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
10/13/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Radhika,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,Prachi Free Chat,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Shishir Script 1,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/15/2025,Varun,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,Helly 06,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/3/2025,Success_Story_Ayushee_Saurabh,Delhi NCR Prospect Feb 26,Carousel,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Jyoti 20s_Free Chat_20s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Srilekha,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Shishir Script 1,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 20s Living Room,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Nidhi 06,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Data Led Carousel 2,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 03 Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 10s Dinning Table,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
12/22/2025,Aadya_CoupleListicle_26s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s AI powered_ Bedroom,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Parent 05 Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/8/2025,Radhika,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
1/12/2026,Varun,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 04 Static,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Varun,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 10s Dinning Table,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s Living Room,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prachi Free Chat,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Shipra_P2c_AI Matching_20s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,Akshita Yamen-ST,Prospects Maharashtra+Gujarat Jan 26,Static,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/9/2026,30 DMBG,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/19/2026,Varun,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Seema Manoj P2C Script 4 Jan'25,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Free Chat Static 3 - Sep'22,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Parent 05 Static,Prospects High Income Nov-25_Old,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s Living Room,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Vaun Puja Carousel,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
2/9/2026,Handshake Static,Prospects High Income Nov-25,Static,Prosp,0,0,1,0,,,,0,,,0,0,,,,
1/19/2026,Prachi Free Chat,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s Living Room,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prachi 30DRG,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Seema Manoj P2C Script 4 Jan'25,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Handshake Static,BAU-Prospects Open Sept 25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Jyoti 23s_Education,Qualification",Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Akshita Yamen-ST,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Data Led Carousel 1,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,23 HG Listicle,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/1/2025,Video Ad Nov 23 - Parents - Nishi - 15 Sec (A) â€“ Copy,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Anupriya,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Vaun Puja Carousel,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prospect 03 Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mumtaaz AI,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/6/2025,Sugandha'sMom_FiltersQuality_22s,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/9/2026,Helly 06,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,Dyutima Lack Of Options - Copy,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mani New,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/15/2025,Prachi 30DRG,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,Akshita Yamen-ST,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/3/2025,Success_Story_Puja_Varun,Delhi NCR Prospect Feb 26,Carousel,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Anupriya,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Sanjeev 30 RDG,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Sanjeev Safety,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Radhika,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prachi 30DRG,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Data Led Carousel 3,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s AI powered_ Bedroom,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 10s_ 30DRG,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
12/22/2025,Pavit_90 New Matches_16s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/9/2026,Nidhi 06 â€“ Copy,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Film 22 Free Chat Listicle India - Copy,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/1/2025,"Jyoti 23s_Education,Qualification",Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
1/12/2026,Parent 05 Static,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
2/9/2026,Prachi Free Chat,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Anupriya,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Neena 20s Dinning Table,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mani_Free Chat_24s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Sanjeev Safety,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Helly 06,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 20s AI powered_ Bedroom,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/9/2026,Take Charge Vansh Film 8,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/19/2026,Nidhi 06,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Dyutima Lack Of Options,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Mani New,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mani_Free Chat_24s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Srilekha,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/9/2026,Vaun Puja Carousel,Prospects High Income Nov-25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Prospect 02 Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/9/2026,Mumtaaz AI,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/2/2026,Prospect 05 Static,Prospects Bangalore Jan 26,Static,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Dyutima Lack Of Options,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Prachee 25s_Listicle- 90 new matches, Free chat, 25 years trust",Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Helly 06 â€“ Copy,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/8/2025,Juhi 12s_FreeChat,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 10s Dinning Table,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Preeti_Dog_Lover,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shalini Anirudh,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/24/2025,Wedding B Roll,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Sanjeev 30 RDG,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Anupriya,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Pavit_90 New Matches_16s,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/2/2026,Helly 06 â€“ Copy,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/6/2025,AnjuNanda_Listicle_34s,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shishir Script 1,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,35 HG,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shipra_P2c_AI Matching_20s,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/15/2025,Seema Manoj P2C Script 3 Dec 2024,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/5/2026,Neena 10s Dinning Table,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/5/2026,Prospect 05 Static,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
1/5/2026,Pavit_90 New Matches_16s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Parent 05 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shipra_P2c_AI Matching_20s,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Data Led Carousel 1,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Mumtaaz AI,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Sanjeev Free Chat,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
12/22/2025,Srilekha,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/2/2026,Mani_Free Chat_24s,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Akshita Yamen-ST,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Data Led Carousel 3,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/1/2025,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
1/12/2026,Shishir Script 1,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/2/2026,Nidhi 06 â€“ Copy,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Aadya_CoupleListicle_26s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Handshake Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Mani_Free Chat_24s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Handshake Static,Prospects High Income Nov-25_Old,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Akshita Yamen-ST,Prospects Bangalore Jan 26,Static,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Prachi Free Chat,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/2/2026,Seema Manoj P2C Script 3 Dec 2024,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Vaun Puja Carousel,Prospects F-Paid Event Jan 2025,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,Aadya_CoupleListicle_26s,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Seema Manoj Main Films,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 10s Dinning Table,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Handshake Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
12/22/2025,Srilekha,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Prachi 30DRG,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/19/2026,Radhika,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Prospect 02 Static,Prospects High Income Nov-25_Old,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Seema Manoj P2C Script 3 Dec 2024,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Parent 05 Static,Prospects Maharashtra+Gujarat Jan 26,Static,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Jyoti 23s_Education,Qualification",Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Nidhi 06 â€“ Copy,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/8/2025,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/2/2026,Prospect 02 Static,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Static,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Preeti_P2C_FreeChat_Fomo,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Female Chat 01 Static,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
11/24/2025,Uday 20s,Multi CTP Parents Aug 2025,Video,Parent,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shalini,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/20/2025,Juhi 12s_FreeChat,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Aadya_CoupleListicle_26s,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/2/2026,Muskan,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/6/2025,Parent Carousels,Multi CTP Parents Aug 2025,Carousel,Parent,0,0,,,,,,,,,0,0,,,,
2/2/2026,Vaibhav,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
1/12/2026,23 HG Listicle,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Film 22 Free Chat Listicle India - Copy 2,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
12/15/2025,Prospect 05 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
1/5/2026,Prachi Free Chat,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Mani_Free Chat_24s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/5/2026,Vaun Puja Carousel,Delhi NCR Prospect Feb 26,Carousel,Delhi,0,0,,,,,,,,,0,0,,,,
1/5/2026,Mani_Free Chat_24s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
1/12/2026,Film 22 Free Chat Listicle India - Copy,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 10s Dinning Table,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Film 22 Free Chat Listicle India - Copy,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/29/2025,Preeti_Dog_Lover,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
2/2/2026,Prospect 05 Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 20s AI powered_ Bedroom,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
12/22/2025,Vaun Puja Carousel,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
2/2/2026,Anupriya,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
2/2/2026,Neena 20s Living Room,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
12/22/2025,Data Led Carousel 2,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
12/1/2025,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
1/12/2026,Aadya_CoupleListicle_26s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
2/2/2026,Shishir Script 1,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
